from,to,demand
1,2,450
1,3,355
1,4,485
1,5,145
1,6,650
1,7,660
1,8,390
1,9,605
1,10,325
1,11,585
1,12,125
1,13,410
1,14,535
1,15,125
1,16,55
1,17,270
1,18,360
1,19,610
1,20,105
1,21,725
1,22,180
1,23,305
1,24,340
1,25,780
1,26,145
1,27,710
1,28,445
1,29,260
1,30,720
1,31,435
1,32,375
1,33,650
1,34,290
1,35,780
1,36,445
1,37,620
1,38,545
1,39,165
1,40,670
1,41,695
1,42,35
1,43,495
1,44,220
1,45,600
1,46,395
1,47,635
1,48,420
1,49,480
1,50,180
1,51,295
1,52,240
1,53,685
1,54,780
1,55,500
1,56,715
1,57,785
1,58,520
1,59,640
1,60,325
1,61,390
1,62,55
1,63,645
1,64,285
1,65,680
1,66,795
1,67,390
1,68,290
1,69,45
1,70,735
2,1,450
2,3,565
2,4,355
2,5,775
2,6,580
2,7,530
2,8,415
2,9,705
2,10,50
2,11,380
2,12,250
2,13,160
2,14,125
2,15,725
2,16,60
2,17,770
2,18,560
2,19,10
2,20,5
2,21,685
2,22,375
2,23,670
2,24,180
2,25,645
2,26,200
2,27,800
2,28,755
2,29,445
2,30,735
2,31,510
2,32,625
2,33,455
2,34,155
2,35,725
2,36,415
2,37,800
2,38,305
2,39,165
2,40,585
2,41,255
2,42,95
2,43,715
2,44,555
2,45,755
2,46,335
2,47,655
2,48,645
2,49,290
2,50,735
2,51,235
2,52,135
2,53,365
2,54,195
2,55,5
2,56,495
2,57,530
2,58,530
2,59,545
2,60,685
2,61,30
2,62,545
2,63,460
2,64,555
2,65,720
2,66,215
2,67,55
2,68,255
2,69,635
2,70,400
3,1,355
3,2,565
3,4,350
3,5,135
3,6,215
3,7,550
3,8,655
3,9,565
3,10,465
3,11,800
3,12,370
3,13,395
3,14,220
3,15,525
3,16,330
3,17,240
3,18,485
3,19,635
3,20,780
3,21,620
3,22,480
3,23,360
3,24,125
3,25,170
3,26,565
3,27,765
3,28,510
3,29,715
3,30,175
3,31,550
3,32,255
3,33,25
3,34,660
3,35,350
3,36,75
3,37,750
3,38,315
3,39,475
3,40,195
3,41,525
3,42,295
3,43,385
3,44,325
3,45,270
3,46,215
3,47,615
3,48,195
3,49,770
3,50,740
3,51,220
3,52,180
3,53,205
3,54,200
3,55,195
3,56,345
3,57,665
3,58,495
3,59,160
3,60,650
3,61,790
3,62,120
3,63,685
3,64,195
3,65,335
3,66,260
3,67,350
3,68,265
3,69,80
3,70,540
4,1,485
4,2,355
4,3,350
4,5,40
4,6,165
4,7,400
4,8,225
4,9,340
4,10,480
4,11,40
4,12,710
4,13,690
4,14,70
4,15,145
4,16,15
4,17,475
4,18,570
4,19,610
4,20,175
4,21,775
4,22,390
4,23,50
4,24,145
4,25,275
4,26,705
4,27,35
4,28,285
4,29,515
4,30,665
4,31,40
4,32,635
4,33,45
4,34,240
4,35,220
4,36,735
4,37,485
4,38,405
4,39,590
4,40,90
4,41,710
4,42,425
4,43,5
4,44,135
4,45,210
4,46,35
4,47,550
4,48,25
4,49,400
4,50,385
4,51,225
4,52,475
4,53,230
4,54,740
4,55,5
4,56,455
4,57,295
4,58,300
4,59,20
4,60,550
4,61,445
4,62,615
4,63,635
4,64,200
4,65,160
4,66,295
4,67,580
4,68,105
4,69,345
4,70,15
5,1,145
5,2,775
5,3,135
5,4,40
5,6,60
5,7,570
5,8,645
5,9,730
5,10,730
5,11,505
5,12,110
5,13,50
5,14,625
5,15,595
5,16,505
5,17,585
5,18,165
5,19,640
5,20,780
5,21,340
5,22,200
5,23,385
5,24,540
5,25,685
5,26,760
5,27,105
5,28,560
5,29,65
5,30,85
5,31,105
5,32,415
5,33,390
5,34,360
5,35,640
5,36,425
5,37,540
5,38,390
5,39,270
5,40,210
5,41,780
5,42,215
5,43,635
5,44,400
5,45,260
5,46,495
5,47,10
5,48,55
5,49,740
5,50,725
5,51,670
5,52,735
5,53,545
5,54,625
5,55,555
5,56,160
5,57,365
5,58,635
5,59,5
5,60,445
5,61,350
5,62,50
5,63,355
5,64,675
5,65,495
5,66,595
5,67,750
5,68,265
5,69,600
5,70,700
6,1,650
6,2,580
6,3,215
6,4,165
6,5,60
6,7,350
6,8,420
6,9,525
6,10,380
6,11,150
6,12,185
6,13,330
6,14,15
6,15,605
6,16,50
6,17,350
6,18,435
6,19,490
6,20,350
6,21,65
6,22,230
6,23,60
6,24,585
6,25,280
6,26,525
6,27,390
6,28,310
6,29,265
6,30,85
6,31,300
6,32,305
6,33,390
6,34,640
6,35,555
6,36,680
6,37,410
6,38,685
6,39,375
6,40,215
6,41,505
6,42,455
6,43,435
6,44,315
6,45,340
6,46,110
6,47,235
6,48,10
6,49,750
